,gene_id,database,kegg_id
29077,bll7452,KEGG_pathway,map01100
29078,bll7452,KEGG_pathway,map01110
29079,blr7453,KEGG_pathway,-
29085,blr7454,KEGG_pathway,map00330
29086,blr7454,KEGG_pathway,map01100
29087,blr7454,KEGG_pathway,map01110
29088,blr7454,KEGG_pathway,map01130
29089,blr7454,KEGG_pathway,map01230
29090,bll7455,KEGG_pathway,-
29097,bsl7456,KEGG_pathway,map00362
29098,bsl7456,KEGG_pathway,map00621
29099,bsl7456,KEGG_pathway,map00622
29100,bsl7456,KEGG_pathway,map01100
29101,bsl7456,KEGG_pathway,map01120
29102,bsl7456,KEGG_pathway,map01220
29104,bll7457,KEGG_pathway,map00970
29105,bll7458,KEGG_pathway,-
29115,bll7459,KEGG_pathway,map00270
29116,bll7459,KEGG_pathway,map00280
29117,bll7459,KEGG_pathway,map00290
29118,bll7459,KEGG_pathway,map00770
29119,bll7459,KEGG_pathway,map01100
29120,bll7459,KEGG_pathway,map01110
29121,bll7459,KEGG_pathway,map01130
29122,bll7459,KEGG_pathway,map01210
29123,bll7459,KEGG_pathway,map01230
29124,blr7460,KEGG_pathway,-
29127,blr7461,KEGG_pathway,map02020
29128,blr7461,KEGG_pathway,map02026
29131,blr7462,KEGG_pathway,map02020
29132,blr7462,KEGG_pathway,map02026
29133,bll7463,KEGG_pathway,-
29134,bsl7464,KEGG_pathway,-
29135,blr7465,KEGG_pathway,-
29136,blr7466,KEGG_pathway,-
29137,blr7467,KEGG_pathway,-
29138,bsr7468,KEGG_pathway,-
29139,bll7469,KEGG_pathway,-
29141,blr7470,KEGG_pathway,map03420
29144,blr7471,KEGG_pathway,map00564
29145,blr7471,KEGG_pathway,map01100
29147,bsr7472,KEGG_pathway,map04122
29151,blr7473,KEGG_pathway,map00790
29152,blr7473,KEGG_pathway,map01100
29153,blr7473,KEGG_pathway,map04122
29154,blr7474,KEGG_pathway,-
29155,blr7475,KEGG_pathway,-
29156,blr7476,KEGG_pathway,-
29158,blr7477,KEGG_pathway,map04112
29159,blr7478,KEGG_pathway,-
29162,bll7479,KEGG_pathway,map02020
29163,bll7479,KEGG_pathway,map02030
29167,blr7480,KEGG_pathway,map00740
29168,blr7480,KEGG_pathway,map01100
29169,blr7480,KEGG_pathway,map01110
29171,blr7481,KEGG_pathway,map00970
29173,blr7482,KEGG_pathway,map03060
29174,blr7483,KEGG_pathway,-
29175,blr7484,KEGG_pathway,-
29176,blr7485,KEGG_pathway,-
29177,blr7486,KEGG_pathway,-
29178,bll7487,KEGG_pathway,-
29204,blr7488,KEGG_pathway,map00920
29205,blr7488,KEGG_pathway,map01100
29206,blr7488,KEGG_pathway,map01120
29207,blr7488,KEGG_pathway,map01524
29208,blr7488,KEGG_pathway,map02020
29209,blr7488,KEGG_pathway,map04115
29210,blr7488,KEGG_pathway,map04210
29211,blr7488,KEGG_pathway,map04214
29212,blr7488,KEGG_pathway,map04215
29213,blr7488,KEGG_pathway,map04932
29214,blr7488,KEGG_pathway,map05010
29215,blr7488,KEGG_pathway,map05012
29216,blr7488,KEGG_pathway,map05014
29217,blr7488,KEGG_pathway,map05016
29218,blr7488,KEGG_pathway,map05134
29219,blr7488,KEGG_pathway,map05145
29220,blr7488,KEGG_pathway,map05152
29221,blr7488,KEGG_pathway,map05161
29222,blr7488,KEGG_pathway,map05164
29223,blr7488,KEGG_pathway,map05167
29224,blr7488,KEGG_pathway,map05168
29225,blr7488,KEGG_pathway,map05200
29226,blr7488,KEGG_pathway,map05210
29227,blr7488,KEGG_pathway,map05222
29228,blr7488,KEGG_pathway,map05416
29230,blr7489,KEGG_pathway,map00620
29231,blr7490,KEGG_pathway,-
29232,blr7491,KEGG_pathway,-
29233,bll7492,KEGG_pathway,-
29235,blr7493,KEGG_pathway,map03430
29236,bll7494,KEGG_pathway,-
29237,bll7495,KEGG_pathway,-
29242,blr7496,KEGG_pathway,map00230
29243,blr7496,KEGG_pathway,map00240
29244,blr7496,KEGG_pathway,map00330
29245,blr7496,KEGG_pathway,map01100
29250,bll7497,KEGG_pathway,map00361
29251,bll7497,KEGG_pathway,map00625
29252,bll7497,KEGG_pathway,map01100
29253,bll7497,KEGG_pathway,map01120
29258,bll7498,KEGG_pathway,map00230
29259,bll7498,KEGG_pathway,map01100
29260,bll7498,KEGG_pathway,map01110
29261,bll7498,KEGG_pathway,map01130
29262,blr7499,KEGG_pathway,-
29263,blr7500,KEGG_pathway,-
29264,bsl7504,KEGG_pathway,-
29265,bll7505,KEGG_pathway,-
29266,bll7506,KEGG_pathway,-
29268,blr7507,KEGG_pathway,map03430
29269,bsl7508,KEGG_pathway,-
29270,bll7509,KEGG_pathway,-
29271,bsr7510,KEGG_pathway,-
29272,bll7511,KEGG_pathway,-
29273,bll7512,KEGG_pathway,-
29274,bll7513,KEGG_pathway,-
29277,bll7514,KEGG_pathway,map00540
29278,bll7514,KEGG_pathway,map01100
29281,bll7515,KEGG_pathway,map00540
29282,bll7515,KEGG_pathway,map01100
29283,bll7516,KEGG_pathway,-
29284,bsl7517,KEGG_pathway,-
29289,bll7518,KEGG_pathway,map00521
29290,bll7518,KEGG_pathway,map00562
29291,bll7518,KEGG_pathway,map01100
29292,bll7518,KEGG_pathway,map04070
29293,bll7519,KEGG_pathway,-
29294,blr7520,KEGG_pathway,-
29298,bll7521,KEGG_pathway,map00130
29299,bll7521,KEGG_pathway,map01100
29300,bll7521,KEGG_pathway,map01110
29301,bll7522,KEGG_pathway,-
29302,blr7523,KEGG_pathway,-
29307,blr7524,KEGG_pathway,map00340
29308,blr7524,KEGG_pathway,map01100
29309,blr7524,KEGG_pathway,map01110
29310,blr7524,KEGG_pathway,map01230
29315,blr7525,KEGG_pathway,map00340
29316,blr7525,KEGG_pathway,map01100
29317,blr7525,KEGG_pathway,map01110
29318,blr7525,KEGG_pathway,map01230
29319,blr7526,KEGG_pathway,-
29320,blr7527,KEGG_pathway,-
29321,blr7528,KEGG_pathway,-
29322,bll7529,KEGG_pathway,-
29324,blr7530,KEGG_pathway,map02030
29325,bll7531,KEGG_pathway,-
29326,bsr7532,KEGG_pathway,-
29332,blr7533,KEGG_pathway,map03018
29333,blr7533,KEGG_pathway,map04212
29334,blr7533,KEGG_pathway,map04940
29335,blr7533,KEGG_pathway,map05134
29336,blr7533,KEGG_pathway,map05152
29337,blr7534,KEGG_pathway,-
29338,bll7535,KEGG_pathway,-
29339,bll7536,KEGG_pathway,-
29341,blr7537,KEGG_pathway,map02010
29342,bll7538,KEGG_pathway,-
29343,bll7539,KEGG_pathway,-
29349,bll7540,KEGG_pathway,map00630
29350,bll7540,KEGG_pathway,map01100
29351,bll7540,KEGG_pathway,map01110
29352,bll7540,KEGG_pathway,map01120
29353,bll7540,KEGG_pathway,map01130
29359,bll7541,KEGG_pathway,map00630
29360,bll7541,KEGG_pathway,map01100
29361,bll7541,KEGG_pathway,map01110
29362,bll7541,KEGG_pathway,map01120
29363,bll7541,KEGG_pathway,map01130
29364,blr7542,KEGG_pathway,-
29370,bll7543,KEGG_pathway,map00630
29371,bll7543,KEGG_pathway,map01100
29372,bll7543,KEGG_pathway,map01110
29373,bll7543,KEGG_pathway,map01120
29374,bll7543,KEGG_pathway,map01130
29400,blr7544,KEGG_pathway,map00920
29401,blr7544,KEGG_pathway,map01100
29402,blr7544,KEGG_pathway,map01120
29403,blr7544,KEGG_pathway,map01524
29404,blr7544,KEGG_pathway,map02020
29405,blr7544,KEGG_pathway,map04115
29406,blr7544,KEGG_pathway,map04210
29407,blr7544,KEGG_pathway,map04214
29408,blr7544,KEGG_pathway,map04215
29409,blr7544,KEGG_pathway,map04932
29410,blr7544,KEGG_pathway,map05010
29411,blr7544,KEGG_pathway,map05012
29412,blr7544,KEGG_pathway,map05014
29413,blr7544,KEGG_pathway,map05016
29414,blr7544,KEGG_pathway,map05134
29415,blr7544,KEGG_pathway,map05145
29416,blr7544,KEGG_pathway,map05152
29417,blr7544,KEGG_pathway,map05161
29418,blr7544,KEGG_pathway,map05164
29419,blr7544,KEGG_pathway,map05167
29420,blr7544,KEGG_pathway,map05168
29421,blr7544,KEGG_pathway,map05200
29422,blr7544,KEGG_pathway,map05210
29423,blr7544,KEGG_pathway,map05222
29424,blr7544,KEGG_pathway,map05416
29425,bll7545,KEGG_pathway,-
29426,bsl7546,KEGG_pathway,-
29427,bll7547,KEGG_pathway,-
29429,bsl7548,KEGG_pathway,map03010
29430,blr7549,KEGG_pathway,-
29432,bll7551,KEGG_pathway,-
29433,blr7552,KEGG_pathway,-
29434,bll7553,KEGG_pathway,-
29436,bll7555,KEGG_pathway,-
29437,blr7556,KEGG_pathway,-
29438,blr7557,KEGG_pathway,-
29439,bll7558,KEGG_pathway,-
29447,bll7559,KEGG_pathway,map04013
29448,bll7559,KEGG_pathway,map04068
29449,bll7559,KEGG_pathway,map04146
29450,bll7559,KEGG_pathway,map04211
29451,bll7559,KEGG_pathway,map04212
29452,bll7559,KEGG_pathway,map04213
29453,bll7559,KEGG_pathway,map05016
29458,blr7560,KEGG_pathway,map00361
29459,blr7560,KEGG_pathway,map00625
29460,blr7560,KEGG_pathway,map01100
29461,blr7560,KEGG_pathway,map01120
29462,blr7561,KEGG_pathway,-
29463,bll7562,KEGG_pathway,-
29464,bll7563,KEGG_pathway,-
29465,bsr7564,KEGG_pathway,-
29466,bll7565,KEGG_pathway,-
29474,blr7566,KEGG_pathway,map00061
29475,blr7566,KEGG_pathway,map00333
29476,blr7566,KEGG_pathway,map00780
29477,blr7566,KEGG_pathway,map01040
29478,blr7566,KEGG_pathway,map01100
29479,blr7566,KEGG_pathway,map01130
29480,blr7566,KEGG_pathway,map01212
29481,blr7567,KEGG_pathway,-
29484,blr7568,KEGG_pathway,map00130
29485,blr7568,KEGG_pathway,map01110
29486,bll7569,KEGG_pathway,-
29487,bll7570,KEGG_pathway,-
29488,bll7571,KEGG_pathway,-
29489,bll7572,KEGG_pathway,-
29490,blr7573,KEGG_pathway,-
29491,bll7574,KEGG_pathway,-
29492,blr7575,KEGG_pathway,-
29493,blr7576,KEGG_pathway,-
29495,blr7577,KEGG_pathway,map05111
29499,blr7578,KEGG_pathway,map00052
29500,blr7578,KEGG_pathway,map00520
29501,blr7578,KEGG_pathway,map01100
29502,blr7579,KEGG_pathway,-
29503,bll7580,KEGG_pathway,-
29506,blr7581,KEGG_pathway,map00230
29507,blr7581,KEGG_pathway,map01120
29508,blr7582,KEGG_pathway,-
29509,blr7583,KEGG_pathway,-
29510,bll7584,KEGG_pathway,-
29511,blr7585,KEGG_pathway,-
29512,blr7586,KEGG_pathway,-
29513,blr7587,KEGG_pathway,-
29514,bll7588,KEGG_pathway,-
29515,blr7589,KEGG_pathway,-
29518,bll7592,KEGG_pathway,-
29519,blr7593,KEGG_pathway,-
29520,blr7594,KEGG_pathway,-
29521,blr7595,KEGG_pathway,-
29528,bll7596,KEGG_pathway,map00310
29529,bll7596,KEGG_pathway,map00330
29530,bll7596,KEGG_pathway,map00360
29531,bll7596,KEGG_pathway,map00472
29532,bll7596,KEGG_pathway,map00473
29533,bll7596,KEGG_pathway,map01100
29536,bll7597,KEGG_pathway,map02010
29537,bll7597,KEGG_pathway,map02020
29540,bll7598,KEGG_pathway,map02010
29541,bll7598,KEGG_pathway,map02020
29544,bll7599,KEGG_pathway,map02010
29545,bll7599,KEGG_pathway,map02020
29548,bll7600,KEGG_pathway,map02010
29549,bll7600,KEGG_pathway,map02020
29550,bll7601,KEGG_pathway,-
29552,blr7602,KEGG_pathway,map00920
29555,bll7604,KEGG_pathway,map00627
29556,bll7604,KEGG_pathway,map01120
29557,blr7603,KEGG_pathway,-
29558,bll7605,KEGG_pathway,-
29561,bll7606,KEGG_pathway,map00633
29562,bll7606,KEGG_pathway,map01120
29581,bll7607,KEGG_pathway,map00010
29582,bll7607,KEGG_pathway,map00053
29583,bll7607,KEGG_pathway,map00071
29584,bll7607,KEGG_pathway,map00280
29585,bll7607,KEGG_pathway,map00310
29586,bll7607,KEGG_pathway,map00330
29587,bll7607,KEGG_pathway,map00340
29588,bll7607,KEGG_pathway,map00380
29589,bll7607,KEGG_pathway,map00410
29590,bll7607,KEGG_pathway,map00561
29591,bll7607,KEGG_pathway,map00620
29592,bll7607,KEGG_pathway,map00625
29593,bll7607,KEGG_pathway,map00903
29594,bll7607,KEGG_pathway,map00981
29595,bll7607,KEGG_pathway,map01100
29596,bll7607,KEGG_pathway,map01110
29597,bll7607,KEGG_pathway,map01120
29598,bll7607,KEGG_pathway,map01130
29599,blr7608,KEGG_pathway,-
29600,bll7609,KEGG_pathway,-
29601,bll7610,KEGG_pathway,-
29602,bll7611,KEGG_pathway,-
29603,bsl7612,KEGG_pathway,-
29604,bll7613,KEGG_pathway,-
29605,blr7614,KEGG_pathway,-
29611,blr7615,KEGG_pathway,map00240
29612,blr7615,KEGG_pathway,map00410
29613,blr7615,KEGG_pathway,map00770
29614,blr7615,KEGG_pathway,map00983
29615,blr7615,KEGG_pathway,map01100
29617,blr7616,KEGG_pathway,map02024
29622,bll7617,KEGG_pathway,map00520
29623,bll7617,KEGG_pathway,map00531
29624,bll7617,KEGG_pathway,map01100
29625,bll7617,KEGG_pathway,map01501
29626,blr7618,KEGG_pathway,-
29627,blr7619,KEGG_pathway,-
29628,blr7620,KEGG_pathway,-
29629,blr7621,KEGG_pathway,-
29630,blr7622,KEGG_pathway,-
29631,blr7623,KEGG_pathway,-
29636,bll7624,KEGG_pathway,map00230
29637,bll7624,KEGG_pathway,map02025
29638,bll7624,KEGG_pathway,map04113
29639,bll7624,KEGG_pathway,map04213
29643,blr7625,KEGG_pathway,map00053
29644,blr7625,KEGG_pathway,map00627
29645,blr7625,KEGG_pathway,map01120
29646,bll7626,KEGG_pathway,-
29648,bll7627,KEGG_pathway,map05120
29649,bll7628,KEGG_pathway,-
29653,blr7629,KEGG_pathway,map00130
29654,blr7629,KEGG_pathway,map01100
29655,blr7629,KEGG_pathway,map01110
29663,blr7630,KEGG_pathway,map00130
29664,blr7630,KEGG_pathway,map00627
29665,blr7630,KEGG_pathway,map00940
29666,blr7630,KEGG_pathway,map01100
29667,blr7630,KEGG_pathway,map01110
29668,blr7630,KEGG_pathway,map01120
29669,blr7630,KEGG_pathway,map01220
29670,blr7631,KEGG_pathway,-
29671,bll7632,KEGG_pathway,-
29672,bsr7633,KEGG_pathway,-
29673,bll7634,KEGG_pathway,-
29674,bll7636,KEGG_pathway,-
29675,bll7637,KEGG_pathway,-
29676,bll7638,KEGG_pathway,-
29681,bll7639,KEGG_pathway,map00030
29682,bll7639,KEGG_pathway,map01100
29683,bll7639,KEGG_pathway,map01110
29684,bll7639,KEGG_pathway,map01130
29685,bll7640,KEGG_pathway,-
29686,bll7641,KEGG_pathway,-
29687,bll7642,KEGG_pathway,-
29688,bsr7643,KEGG_pathway,-
29689,bll7644,KEGG_pathway,-
29690,bll7645,KEGG_pathway,-
29691,bll7646,KEGG_pathway,-
29693,bll7647,KEGG_pathway,map00190
29694,bll7648,KEGG_pathway,-
29695,blr7649,KEGG_pathway,-
29696,blr7650,KEGG_pathway,-
29697,blr7651,KEGG_pathway,-
29698,blr7652,KEGG_pathway,-
29699,bll7654,KEGG_pathway,-
29700,bsr7655,KEGG_pathway,-
29702,blr7656,KEGG_pathway,map00650
29703,bll7657,KEGG_pathway,-
29704,bll7658,KEGG_pathway,-
29705,bll7659,KEGG_pathway,-
29706,bll7661,KEGG_pathway,-
29707,bll7663,KEGG_pathway,-
29712,bll7664,KEGG_pathway,map00230
29713,bll7664,KEGG_pathway,map02025
29714,bll7664,KEGG_pathway,map04113
29715,bll7664,KEGG_pathway,map04213
29718,blr7665,KEGG_pathway,map00906
29719,blr7665,KEGG_pathway,map01100
29720,blr7666,KEGG_pathway,-
29721,bll7669,KEGG_pathway,-
29722,bll7670,KEGG_pathway,-
29723,bll7671,KEGG_pathway,-
29725,bll7672,KEGG_pathway,map02010
29726,blr7675,KEGG_pathway,-
29727,blr7676,KEGG_pathway,-
29728,blr7677,KEGG_pathway,-
29729,blr7678,KEGG_pathway,-
29730,blr7679,KEGG_pathway,-
29732,blr7680,KEGG_pathway,map03030
29733,bsr7683,KEGG_pathway,-
29734,blr7685,KEGG_pathway,-
29735,bll7686,KEGG_pathway,-
29736,bll7687,KEGG_pathway,-
29737,bll7689,KEGG_pathway,-
29742,bsl7691,KEGG_pathway,map00230
29743,bsl7691,KEGG_pathway,map02025
29744,bsl7691,KEGG_pathway,map04113
29745,bsl7691,KEGG_pathway,map04213
29746,bll7692,KEGG_pathway,-
29747,bll7693,KEGG_pathway,-
29748,blr7694,KEGG_pathway,-
29749,blr7695,KEGG_pathway,-
29750,bll7696,KEGG_pathway,-
29751,bll7697,KEGG_pathway,-
29752,blr7698,KEGG_pathway,-
29753,bsr7699,KEGG_pathway,-
29754,bll7701,KEGG_pathway,-
29755,bll7702,KEGG_pathway,-
29756,bll7704,KEGG_pathway,-
29757,bsr7705,KEGG_pathway,-
29758,blr7706,KEGG_pathway,-
29759,bsr7707,KEGG_pathway,-
29760,bll7708,KEGG_pathway,-
29761,bll7710,KEGG_pathway,-
29762,bll7711,KEGG_pathway,-
29763,blr7712,KEGG_pathway,-
29764,blr7713,KEGG_pathway,-
29766,blr7714,KEGG_pathway,map02020
29768,blr7716,KEGG_pathway,-
29769,blr7717,KEGG_pathway,-
29770,blr7718,KEGG_pathway,-
29771,blr7719,KEGG_pathway,-
29772,blr7721,KEGG_pathway,-
29773,blr7722,KEGG_pathway,-
29774,blr7723,KEGG_pathway,-
29775,blr7724,KEGG_pathway,-
29776,bsr7725,KEGG_pathway,-
29779,bll7728,KEGG_pathway,map02020
29780,bll7728,KEGG_pathway,map04112
29783,blr7730,KEGG_pathway,map00340
29784,blr7730,KEGG_pathway,map00630
29793,blr7731,KEGG_pathway,map00053
29794,blr7731,KEGG_pathway,map00340
29795,blr7731,KEGG_pathway,map00521
29796,blr7731,KEGG_pathway,map00562
29797,blr7731,KEGG_pathway,map01100
29798,blr7731,KEGG_pathway,map01110
29799,blr7731,KEGG_pathway,map01230
29800,blr7731,KEGG_pathway,map04070
29801,blr7732,KEGG_pathway,-
29802,bll7733,KEGG_pathway,-
29803,blr7734,KEGG_pathway,-
29804,bll7735,KEGG_pathway,-
29805,bll7736,KEGG_pathway,-
29810,blr7737,KEGG_pathway,map00230
29811,blr7737,KEGG_pathway,map02025
29812,blr7737,KEGG_pathway,map04113
29813,blr7737,KEGG_pathway,map04213
29814,blr7738,KEGG_pathway,-
29816,bll7739,KEGG_pathway,map00564
29817,blr7740,KEGG_pathway,-
29818,blr7741,KEGG_pathway,-
29819,bll7742,KEGG_pathway,-
29827,blr7743,KEGG_pathway,map00250
29828,blr7743,KEGG_pathway,map00910
29829,blr7743,KEGG_pathway,map01100
29830,blr7743,KEGG_pathway,map01110
29831,blr7743,KEGG_pathway,map01120
29832,blr7743,KEGG_pathway,map01130
29833,blr7743,KEGG_pathway,map01230
29841,blr7744,KEGG_pathway,map00250
29842,blr7744,KEGG_pathway,map00910
29843,blr7744,KEGG_pathway,map01100
29844,blr7744,KEGG_pathway,map01110
29845,blr7744,KEGG_pathway,map01120
29846,blr7744,KEGG_pathway,map01130
29847,blr7744,KEGG_pathway,map01230
29848,bll7745,KEGG_pathway,-
29851,blr7746,KEGG_pathway,map00540
29852,blr7746,KEGG_pathway,map01100
29853,bll7747,KEGG_pathway,-
29854,blr7748,KEGG_pathway,-
29855,bll7749,KEGG_pathway,-
29856,bll7750,KEGG_pathway,-
29857,bll7751,KEGG_pathway,-
29861,bll7752,KEGG_pathway,map00860
29862,bll7752,KEGG_pathway,map01100
29863,bll7752,KEGG_pathway,map01110
29864,blr7753,KEGG_pathway,-
29865,bll7754,KEGG_pathway,-
29866,bll7755,KEGG_pathway,-
29867,bll7756,KEGG_pathway,-
29868,bsr7757,KEGG_pathway,-
29874,blr7759,KEGG_pathway,map00330
29875,blr7759,KEGG_pathway,map00480
29876,blr7759,KEGG_pathway,map01100
29877,blr7759,KEGG_pathway,map01110
29878,blr7759,KEGG_pathway,map01130
29879,blr7760,KEGG_pathway,-
29880,blr7761,KEGG_pathway,-
29883,blr7762,KEGG_pathway,map00960
29884,blr7762,KEGG_pathway,map01110
29888,bll7763,KEGG_pathway,map00072
29889,bll7763,KEGG_pathway,map00640
29890,bll7763,KEGG_pathway,map01100
29891,bll7766,KEGG_pathway,-
29892,bll7767,KEGG_pathway,-
29893,bll7768,KEGG_pathway,-
29895,bll7769,KEGG_pathway,map02010
29896,bll7770,KEGG_pathway,-
29897,bll7771,KEGG_pathway,-
29898,bll7772,KEGG_pathway,-
29899,bll7773,KEGG_pathway,-
29907,bll7774,KEGG_pathway,map04013
29908,bll7774,KEGG_pathway,map04068
29909,bll7774,KEGG_pathway,map04146
29910,bll7774,KEGG_pathway,map04211
29911,bll7774,KEGG_pathway,map04212
29912,bll7774,KEGG_pathway,map04213
29913,bll7774,KEGG_pathway,map05016
29914,blr7775,KEGG_pathway,-
29915,blr7776,KEGG_pathway,-
29916,blr7777,KEGG_pathway,-
29917,bll7778,KEGG_pathway,-
29918,blr7780,KEGG_pathway,-
29919,bsl7781,KEGG_pathway,-
29927,bll7782,KEGG_pathway,map00061
29928,bll7782,KEGG_pathway,map00333
29929,bll7782,KEGG_pathway,map00780
29930,bll7782,KEGG_pathway,map01040
29931,bll7782,KEGG_pathway,map01100
29932,bll7782,KEGG_pathway,map01130
29933,bll7782,KEGG_pathway,map01212
29934,bll7783,KEGG_pathway,-
29935,bsl7784,KEGG_pathway,-
29936,bll7785,KEGG_pathway,-
29937,blr7786,KEGG_pathway,-
29938,bll7787,KEGG_pathway,-
29952,bll7789,KEGG_pathway,map04141
29953,bll7789,KEGG_pathway,map04151
29954,bll7789,KEGG_pathway,map04217
29955,bll7789,KEGG_pathway,map04612
29956,bll7789,KEGG_pathway,map04621
29957,bll7789,KEGG_pathway,map04626
29958,bll7789,KEGG_pathway,map04657
29959,bll7789,KEGG_pathway,map04659
29960,bll7789,KEGG_pathway,map04914
29961,bll7789,KEGG_pathway,map04915
29962,bll7789,KEGG_pathway,map05200
29963,bll7789,KEGG_pathway,map05215
29964,bll7789,KEGG_pathway,map05418
29965,bll7790,KEGG_pathway,-
29966,blr7791,KEGG_pathway,-
29967,bll7792,KEGG_pathway,-
29968,bll7793,KEGG_pathway,-
29969,blr7794,KEGG_pathway,-
29970,bll7795,KEGG_pathway,-
29971,bsr7796,KEGG_pathway,-
29972,blr7797,KEGG_pathway,-
29973,bll7798,KEGG_pathway,-
29984,bll7799,KEGG_pathway,map00071
29985,bll7799,KEGG_pathway,map00280
29986,bll7799,KEGG_pathway,map00410
29987,bll7799,KEGG_pathway,map00640
29988,bll7799,KEGG_pathway,map01100
29989,bll7799,KEGG_pathway,map01110
29990,bll7799,KEGG_pathway,map01130
29991,bll7799,KEGG_pathway,map01200
29992,bll7799,KEGG_pathway,map01212
29993,bll7799,KEGG_pathway,map03320
30004,bll7800,KEGG_pathway,map00071
30005,bll7800,KEGG_pathway,map00280
30006,bll7800,KEGG_pathway,map00410
30007,bll7800,KEGG_pathway,map00640
30008,bll7800,KEGG_pathway,map01100
30009,bll7800,KEGG_pathway,map01110
30010,bll7800,KEGG_pathway,map01130
30011,bll7800,KEGG_pathway,map01200
30012,bll7800,KEGG_pathway,map01212
30013,bll7800,KEGG_pathway,map03320
30024,bll7801,KEGG_pathway,map00071
30025,bll7801,KEGG_pathway,map00280
30026,bll7801,KEGG_pathway,map00410
30027,bll7801,KEGG_pathway,map00640
30028,bll7801,KEGG_pathway,map01100
30029,bll7801,KEGG_pathway,map01110
30030,bll7801,KEGG_pathway,map01130
30031,bll7801,KEGG_pathway,map01200
30032,bll7801,KEGG_pathway,map01212
30033,bll7801,KEGG_pathway,map03320
30034,bll7802,KEGG_pathway,-
30053,bll7803,KEGG_pathway,map00071
30054,bll7803,KEGG_pathway,map00280
30055,bll7803,KEGG_pathway,map00281
30056,bll7803,KEGG_pathway,map00310
30057,bll7803,KEGG_pathway,map00360
30058,bll7803,KEGG_pathway,map00362
30059,bll7803,KEGG_pathway,map00380
30060,bll7803,KEGG_pathway,map00410
30061,bll7803,KEGG_pathway,map00627
30062,bll7803,KEGG_pathway,map00640
30063,bll7803,KEGG_pathway,map00650
30064,bll7803,KEGG_pathway,map00903
30065,bll7803,KEGG_pathway,map00930
30066,bll7803,KEGG_pathway,map01100
30067,bll7803,KEGG_pathway,map01110
30068,bll7803,KEGG_pathway,map01120
30069,bll7803,KEGG_pathway,map01130
30070,bll7803,KEGG_pathway,map01212
30071,bll7804,KEGG_pathway,-
30072,bll7805,KEGG_pathway,-
30092,blr7806,KEGG_pathway,map00071
30093,blr7806,KEGG_pathway,map00072
30094,blr7806,KEGG_pathway,map00280
30095,blr7806,KEGG_pathway,map00310
30096,blr7806,KEGG_pathway,map00362
30097,blr7806,KEGG_pathway,map00380
30098,blr7806,KEGG_pathway,map00620
30099,blr7806,KEGG_pathway,map00630
30100,blr7806,KEGG_pathway,map00640
30101,blr7806,KEGG_pathway,map00650
30102,blr7806,KEGG_pathway,map00720
30103,blr7806,KEGG_pathway,map00900
30104,blr7806,KEGG_pathway,map01100
30105,blr7806,KEGG_pathway,map01110
30106,blr7806,KEGG_pathway,map01120
30107,blr7806,KEGG_pathway,map01130
30108,blr7806,KEGG_pathway,map01200
30109,blr7806,KEGG_pathway,map01212
30110,blr7806,KEGG_pathway,map02020
30121,blr7807,KEGG_pathway,map00061
30122,blr7807,KEGG_pathway,map00071
30123,blr7807,KEGG_pathway,map01100
30124,blr7807,KEGG_pathway,map01212
30125,blr7807,KEGG_pathway,map02024
30126,blr7807,KEGG_pathway,map03320
30127,blr7807,KEGG_pathway,map04146
30128,blr7807,KEGG_pathway,map04216
30129,blr7807,KEGG_pathway,map04714
30130,blr7807,KEGG_pathway,map04920
30131,bll7808,KEGG_pathway,-
30132,blr7809,KEGG_pathway,-
30133,blr7810,KEGG_pathway,-
30134,bll7811,KEGG_pathway,-
30135,blr7812,KEGG_pathway,-
30136,blr7813,KEGG_pathway,-
30139,blr7814,KEGG_pathway,map00260
30140,blr7814,KEGG_pathway,map01120
30149,blr7815,KEGG_pathway,map00260
30150,blr7815,KEGG_pathway,map00270
30151,blr7815,KEGG_pathway,map00300
30152,blr7815,KEGG_pathway,map01100
30153,blr7815,KEGG_pathway,map01110
30154,blr7815,KEGG_pathway,map01120
30155,blr7815,KEGG_pathway,map01130
30156,blr7815,KEGG_pathway,map01230
30157,blr7816,KEGG_pathway,-
30158,bll7817,KEGG_pathway,-
30159,bll7818,KEGG_pathway,-
30179,bll7819,KEGG_pathway,map00071
30180,bll7819,KEGG_pathway,map00072
30181,bll7819,KEGG_pathway,map00280
30182,bll7819,KEGG_pathway,map00310
30183,bll7819,KEGG_pathway,map00362
30184,bll7819,KEGG_pathway,map00380
30185,bll7819,KEGG_pathway,map00620
30186,bll7819,KEGG_pathway,map00630
30187,bll7819,KEGG_pathway,map00640
30188,bll7819,KEGG_pathway,map00650
30189,bll7819,KEGG_pathway,map00720
30190,bll7819,KEGG_pathway,map00900
30191,bll7819,KEGG_pathway,map01100
30192,bll7819,KEGG_pathway,map01110
30193,bll7819,KEGG_pathway,map01120
30194,bll7819,KEGG_pathway,map01130
30195,bll7819,KEGG_pathway,map01200
30196,bll7819,KEGG_pathway,map01212
30197,bll7819,KEGG_pathway,map02020
30208,bll7820,KEGG_pathway,map00061
30209,bll7820,KEGG_pathway,map00071
30210,bll7820,KEGG_pathway,map01100
30211,bll7820,KEGG_pathway,map01212
30212,bll7820,KEGG_pathway,map02024
30213,bll7820,KEGG_pathway,map03320
30214,bll7820,KEGG_pathway,map04146
30215,bll7820,KEGG_pathway,map04216
