,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,growth_protocol_ch1,molecule_ch1,label_ch1,taxid_ch1,scan_protocol,description,data_processing,platform_id,supplementary_file,data_row_count,characteristics_ch1.1,characteristics_ch1.2,supplementary_file.1,Genotype:ch1,Growth condition:ch1,Medium:ch1,characteristics_ch1.3,treatment_protocol_ch1,Time:ch1,description.1,contact_laboratory,genotype:ch1,growth condition:ch1,medium:ch1,time:ch1,growth medium:ch1,strain:ch1,treatment group:ch1,characteristics_ch1.4,genotype/variation:ch1,phase:ch1,treatment:ch1,host plant:ch1,infected with:ch1,time point:ch1,tissue:ch1,contact_web_link,Induction time:ch1
GSM1366648,2426 anoxic 2,Public on Sep 01 2014,Apr 09 2014,Sep 01 2014,RNA,1,B. japonicum regR mutant grown in anoxic conditions,Bradyrhizobium japonicum,strain: 2426,"B. japonicum cells were grown anoxically in Bergersen minimal medium (Bergersen 1977) with 10 mM succinate as carbon source and 10 mM nitrate (BSN minimal medium). Cells were first grown oxically in PSY medium, washed and further grown anoxically in BSN minimal medium to an optical density at 600 (OD600) of about 0.4. Anoxic conditions were obtained by incubation in completely filled bottles.",total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum regR mutant grown anoxically in completely filled bottles,Signal intensities were detected and analyzed with MAS5 statistical algorithm (http://www.affymetrix.com).,GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1366nnn/GSM1366648/suppl/GSM1366648_msocorro_20100218_mjt_sm_20100218_RegR_Bergensen_MM_5-v4.CEL.gz,18968,genotype: delta regR mutant,growth condition: anoxic,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1366nnn/GSM1366648/suppl/GSM1366648_msocorro_20100218_mjt_sm_20100218_RegR_Bergensen_MM_5.mas5.CHP.gz,,,,medium: BSN,,,,Prof. J. Vorholt,delta regR mutant,anoxic,BSN,,,2426,,,,,,,,,,,
GSM1366649,2426 anoxic 3,Public on Sep 01 2014,Apr 09 2014,Sep 01 2014,RNA,1,B. japonicum regR mutant grown in anoxic conditions,Bradyrhizobium japonicum,strain: 2426,"B. japonicum cells were grown anoxically in Bergersen minimal medium (Bergersen 1977) with 10 mM succinate as carbon source and 10 mM nitrate (BSN minimal medium). Cells were first grown oxically in PSY medium, washed and further grown anoxically in BSN minimal medium to an optical density at 600 (OD600) of about 0.4. Anoxic conditions were obtained by incubation in completely filled bottles.",total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum regR mutant grown anoxically in completely filled bottles,Signal intensities were detected and analyzed with MAS5 statistical algorithm (http://www.affymetrix.com).,GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1366nnn/GSM1366649/suppl/GSM1366649_msocorro_20100218_mjt_sm_20100218_RegR_Bergensen_MM_6-v4.CEL.gz,18968,genotype: delta regR mutant,growth condition: anoxic,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1366nnn/GSM1366649/suppl/GSM1366649_msocorro_20100218_mjt_sm_20100218_RegR_Bergensen_MM_6.mas5.CHP.gz,,,,medium: BSN,,,,Prof. J. Vorholt,delta regR mutant,anoxic,BSN,,,2426,,,,,,,,,,,
GSM1366650,2426 anoxic 4,Public on Sep 01 2014,Apr 09 2014,Sep 01 2014,RNA,1,B. japonicum regR mutant grown in anoxic conditions,Bradyrhizobium japonicum,strain: 2426,"B. japonicum cells were grown anoxically in Bergersen minimal medium (Bergersen 1977) with 10 mM succinate as carbon source and 10 mM nitrate (BSN minimal medium). Cells were first grown oxically in PSY medium, washed and further grown anoxically in BSN minimal medium to an optical density at 600 (OD600) of about 0.4. Anoxic conditions were obtained by incubation in completely filled bottles.",total RNA,biotin,375,Standard Affymetrix procedures,B. japonicum regR mutant grown anoxically in completely filled bottles,Signal intensities were detected and analyzed with MAS5 statistical algorithm (http://www.affymetrix.com).,GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1366nnn/GSM1366650/suppl/GSM1366650_msocorro_20100323_mjt_sm_20100023_RegR_Bergensen_MM_7-v4.CEL.gz,18968,genotype: delta regR mutant,growth condition: anoxic,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1366nnn/GSM1366650/suppl/GSM1366650_msocorro_20100323_mjt_sm_20100023_RegR_Bergensen_MM_7.mas5.CHP.gz,,,,medium: BSN,,,,Prof. J. Vorholt,delta regR mutant,anoxic,BSN,,,2426,,,,,,,,,,,
GSM2104019,H1 mutant nodules soybean 21 Days 1,Public on Nov 28 2016,Apr 01 2016,Nov 28 2016,RNA,1,nodules soybean 21 dpi infected by B. diazoefficiens nifH mutant strain H1,Bradyrhizobium diazoefficiens,host plant: soybean,B. diazoefficiens-induced nodules from 5 soybean plants were collected for each GeneChip hybridization experiment. Nodules were harvested at 21 days post inoculation (dpi) and immediately frozen in liquid nitrogen.,total RNA,biotin,1355477,Standard Affymetrix procedures,nodules soybean 21 dpi infected by B. diazoefficiens nifH mutant strain H1,"Signal intensities were detected and analyzed with MAS5 statistical algorithm (http://www.affymetrix.com). Normalized signal values from the arrays were then processed using Genespring GX 7.3 (Agilent Technologies,CA, USA).  in 80% of all replicates were further considered. Moreover, we excluded all genes in analyses with bacteroids for which the expression was not at least two times higher than in the control hybridizations with root material only. Thereby, we excluded those signals that might have originated from cross-hybridization with plant RNA. For these cross-hybridization control experiments, the amount of plant RNA was normalized to the signal of the Glycine max 18S rRNA. For experiments comparing different conditions amongst bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2104nnn/GSM2104019/suppl/GSM2104019_al160207_H1_N3-v4.CEL.gz,18968,infected with: B. diazoefficiens nifH mutant strain H1,tissue: soybean root nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2104nnn/GSM2104019/suppl/GSM2104019_al160207_H1_N3.chp.gz,,,,genotype: H1,,,,,H1,,,,,,,time point: 21 dpi,,,,soybean,B. diazoefficiens nifH mutant strain H1,21 dpi,soybean root nodules,,
GSM2104020,H1 mutant nodules soybean 21 Days 2,Public on Nov 28 2016,Apr 01 2016,Nov 28 2016,RNA,1,nodules soybean 21 dpi infected by B. diazoefficiens nifH mutant strain H1,Bradyrhizobium diazoefficiens,host plant: soybean,B. diazoefficiens-induced nodules from 5 soybean plants were collected for each GeneChip hybridization experiment. Nodules were harvested at 21 days post inoculation (dpi) and immediately frozen in liquid nitrogen.,total RNA,biotin,1355477,Standard Affymetrix procedures,nodules soybean 21 dpi infected by B. diazoefficiens nifH mutant strain H1,"Signal intensities were detected and analyzed with MAS5 statistical algorithm (http://www.affymetrix.com). Normalized signal values from the arrays were then processed using Genespring GX 7.3 (Agilent Technologies,CA, USA).  in 80% of all replicates were further considered. Moreover, we excluded all genes in analyses with bacteroids for which the expression was not at least two times higher than in the control hybridizations with root material only. Thereby, we excluded those signals that might have originated from cross-hybridization with plant RNA. For these cross-hybridization control experiments, the amount of plant RNA was normalized to the signal of the Glycine max 18S rRNA. For experiments comparing different conditions amongst bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2104nnn/GSM2104020/suppl/GSM2104020_prak010207_H1_1_group7-v4.CEL.gz,18968,infected with: B. diazoefficiens nifH mutant strain H1,tissue: soybean root nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2104nnn/GSM2104020/suppl/GSM2104020_prak010207_H1_1_group7.chp.gz,,,,genotype: H1,,,,,H1,,,,,,,time point: 21 dpi,,,,soybean,B. diazoefficiens nifH mutant strain H1,21 dpi,soybean root nodules,,
GSM2104021,H1 mutant nodules soybean 21 Days 3,Public on Nov 28 2016,Apr 01 2016,Nov 28 2016,RNA,1,nodules soybean 21 dpi infected by B. diazoefficiens nifH mutant strain H1,Bradyrhizobium diazoefficiens,host plant: soybean,B. diazoefficiens-induced nodules from 5 soybean plants were collected for each GeneChip hybridization experiment. Nodules were harvested at 21 days post inoculation (dpi) and immediately frozen in liquid nitrogen.,total RNA,biotin,1355477,Standard Affymetrix procedures,nodules soybean 21 dpi infected by B. diazoefficiens nifH mutant strain H1,"Signal intensities were detected and analyzed with MAS5 statistical algorithm (http://www.affymetrix.com). Normalized signal values from the arrays were then processed using Genespring GX 7.3 (Agilent Technologies,CA, USA).  in 80% of all replicates were further considered. Moreover, we excluded all genes in analyses with bacteroids for which the expression was not at least two times higher than in the control hybridizations with root material only. Thereby, we excluded those signals that might have originated from cross-hybridization with plant RNA. For these cross-hybridization control experiments, the amount of plant RNA was normalized to the signal of the Glycine max 18S rRNA. For experiments comparing different conditions amongst bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2104nnn/GSM2104021/suppl/GSM2104021_prak010207_H1_2_group8-v4.CEL.gz,18968,infected with: B. diazoefficiens nifH mutant strain H1,tissue: soybean root nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2104nnn/GSM2104021/suppl/GSM2104021_prak010207_H1_2_group8.chp.gz,,,,genotype: H1,,,,,H1,,,,,,,time point: 21 dpi,,,,soybean,B. diazoefficiens nifH mutant strain H1,21 dpi,soybean root nodules,,
GSM2104022,A9 mutant nodules soybean 21 Days 1,Public on Nov 28 2016,Apr 01 2016,Nov 28 2016,RNA,1,nodules soybean 21 dpi infected by B. diazoefficiens nifA mutant strain A9,Bradyrhizobium diazoefficiens,host plant: soybean,B. diazoefficiens-induced nodules from 5 soybean plants were collected for each GeneChip hybridization experiment. Nodules were harvested at 21 days post inoculation (dpi) and immediately frozen in liquid nitrogen.,total RNA,biotin,1355477,Standard Affymetrix procedures,nodules soybean 21 dpi infected by B. diazoefficiens nifA mutant strain A9,"Signal intensities were detected and analyzed with MAS5 statistical algorithm (http://www.affymetrix.com). Normalized signal values from the arrays were then processed using Genespring GX 7.3 (Agilent Technologies,CA, USA).  in 80% of all replicates were further considered. Moreover, we excluded all genes in analyses with bacteroids for which the expression was not at least two times higher than in the control hybridizations with root material only. Thereby, we excluded those signals that might have originated from cross-hybridization with plant RNA. For these cross-hybridization control experiments, the amount of plant RNA was normalized to the signal of the Glycine max 18S rRNA. For experiments comparing different conditions amongst bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2104nnn/GSM2104022/suppl/GSM2104022_mk121007_A9-v4.CEL.gz,18968,infected with: B. diazoefficiens nifA mutant strain A9,tissue: soybean root nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2104nnn/GSM2104022/suppl/GSM2104022_mk121007_A9.chp.gz,,,,genotype: A9,,,,,A9,,,,,,,time point: 21 dpi,,,,soybean,B. diazoefficiens nifA mutant strain A9,21 dpi,soybean root nodules,,
GSM2104023,A9 mutant nodules soybean 21 Days 2,Public on Nov 28 2016,Apr 01 2016,Nov 28 2016,RNA,1,nodules soybean 21 dpi infected by B. diazoefficiens nifA mutant strain A9,Bradyrhizobium diazoefficiens,host plant: soybean,B. diazoefficiens-induced nodules from 5 soybean plants were collected for each GeneChip hybridization experiment. Nodules were harvested at 21 days post inoculation (dpi) and immediately frozen in liquid nitrogen.,total RNA,biotin,1355477,Standard Affymetrix procedures,nodules soybean 21 dpi infected by B. diazoefficiens nifA mutant strain A9,"Signal intensities were detected and analyzed with MAS5 statistical algorithm (http://www.affymetrix.com). Normalized signal values from the arrays were then processed using Genespring GX 7.3 (Agilent Technologies,CA, USA).  in 80% of all replicates were further considered. Moreover, we excluded all genes in analyses with bacteroids for which the expression was not at least two times higher than in the control hybridizations with root material only. Thereby, we excluded those signals that might have originated from cross-hybridization with plant RNA. For these cross-hybridization control experiments, the amount of plant RNA was normalized to the signal of the Glycine max 18S rRNA. For experiments comparing different conditions amongst bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2104nnn/GSM2104023/suppl/GSM2104023_msocorro_20080606_gp20080606_NifA_nod_21_2-v4.CEL.gz,18968,infected with: B. diazoefficiens nifA mutant strain A9,tissue: soybean root nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2104nnn/GSM2104023/suppl/GSM2104023_msocorro_20080606_gp20080606_NifA_nod_21_2.chp.txt.gz,,,,genotype: A9,,,,,A9,,,,,,,time point: 21 dpi,,,,soybean,B. diazoefficiens nifA mutant strain A9,21 dpi,soybean root nodules,,
GSM2104024,A9 mutant nodules soybean 21 Days 3,Public on Nov 28 2016,Apr 01 2016,Nov 28 2016,RNA,1,nodules soybean 21 dpi infected by B. diazoefficiens nifA mutant strain A9,Bradyrhizobium diazoefficiens,host plant: soybean,B. diazoefficiens-induced nodules from 5 soybean plants were collected for each GeneChip hybridization experiment. Nodules were harvested at 21 days post inoculation (dpi) and immediately frozen in liquid nitrogen.,total RNA,biotin,1355477,Standard Affymetrix procedures,nodules soybean 21 dpi infected by B. diazoefficiens nifA mutant strain A9,"Signal intensities were detected and analyzed with MAS5 statistical algorithm (http://www.affymetrix.com). Normalized signal values from the arrays were then processed using Genespring GX 7.3 (Agilent Technologies,CA, USA).  in 80% of all replicates were further considered. Moreover, we excluded all genes in analyses with bacteroids for which the expression was not at least two times higher than in the control hybridizations with root material only. Thereby, we excluded those signals that might have originated from cross-hybridization with plant RNA. For these cross-hybridization control experiments, the amount of plant RNA was normalized to the signal of the Glycine max 18S rRNA. For experiments comparing different conditions amongst bacteroids, each chip was normalized to the median. Values below 0.01 were set to 0.01. For statistical comparisons, the student t-test with a P-value threshold of 0.01 was applied. Genes were considered as differentially expressed if the fold change (FC) was higher than 2, when comparing different conditions amongst symbiotic bacteria.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2104nnn/GSM2104024/suppl/GSM2104024_msocorro_20080606_gp20080606_NifA_nod_21_3-v4.CEL.gz,18968,infected with: B. diazoefficiens nifA mutant strain A9,tissue: soybean root nodules,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2104nnn/GSM2104024/suppl/GSM2104024_msocorro_20080606_gp20080606_NifA_nod_21_3.chp.txt.gz,,,,genotype: A9,,,,,A9,,,,,,,time point: 21 dpi,,,,soybean,B. diazoefficiens nifA mutant strain A9,21 dpi,soybean root nodules,,
GSM210216,N50-97 nodules soybean 21 Days 1,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant in nodules soybean 21 days post infection,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant in nodules soybean 21 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210216/suppl/GSM210216.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210216/suppl/GSM210216.CHP.gz,N50-97,nodules,soybean,Time: 21 Days,no treatment was applied,21 Days,,,,,,,,,,,,,,,,,,,
GSM210217,N50-97 nodules soybean 21 Days 2,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant in nodules soybean 21 days post infection,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant in nodules soybean 21 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210217/suppl/GSM210217.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210217/suppl/GSM210217.CHP.gz,N50-97,nodules,soybean,Time: 21 Days,no treatment was applied,21 Days,,,,,,,,,,,,,,,,,,,
GSM210218,N50-97 nodules soybean 21 Days 3,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant in nodules soybean 21 days post infection,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant in nodules soybean 21 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210218/suppl/GSM210218.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210218/suppl/GSM210218.CHP.gz,N50-97,nodules,soybean,Time: 21 Days,no treatment was applied,21 Days,,,,,,,,,,,,,,,,,,,
GSM210219,N50-97 nodules soybean 21 Days 4,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant in nodules soybean 21 days post infection,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant in nodules soybean 21 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210219/suppl/GSM210219.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210219/suppl/GSM210219.CHP.gz,N50-97,nodules,soybean,Time: 21 Days,no treatment was applied,21 Days,,,,,,,,,,,,,,,,,,,
GSM210220,N50-97 nodules soybean 21 Days 5,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant in nodules soybean 21 days post infection,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant in nodules soybean 21 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210220/suppl/GSM210220.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210220/suppl/GSM210220.CHP.gz,N50-97,nodules,soybean,Time: 21 Days,no treatment was applied,21 Days,,,,,,,,,,,,,,,,,,,
GSM210221,N50-97 micro PSY 1,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant strain grown microaerobically,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210221/suppl/GSM210221.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210221/suppl/GSM210221.CHP.gz,N50-97,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210222,N50-97 micro PSY 2,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant strain grown microaerobically,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210222/suppl/GSM210222.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210222/suppl/GSM210222.CHP.gz,N50-97,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210223,N50-97 micro PSY 3,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant strain grown microaerobically,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210223/suppl/GSM210223.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210223/suppl/GSM210223.CHP.gz,N50-97,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210224,N50-97 micro PSY 4,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant strain grown microaerobically,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210224/suppl/GSM210224.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210224/suppl/GSM210224.CHP.gz,N50-97,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210225,N50-97 micro PSY 5,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant strain grown microaerobically,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210225/suppl/GSM210225.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210225/suppl/GSM210225.CHP.gz,N50-97,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210226,N50-97 micro PSY 6,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant strain grown microaerobically,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant strain grown microaerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210226/suppl/GSM210226.CEL.gz,18968,Growth condition: micro,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210226/suppl/GSM210226.CHP.gz,N50-97,micro,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210227,N50-97 aerobic PSY 1,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant strain grown aerobically,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210227/suppl/GSM210227.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210227/suppl/GSM210227.CHP.gz,N50-97,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210228,N50-97 aerobic PSY 2,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant strain grown aerobically,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210228/suppl/GSM210228.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210228/suppl/GSM210228.CHP.gz,N50-97,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210229,N50-97 aerobic PSY 3,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant strain grown aerobically,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210229/suppl/GSM210229.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210229/suppl/GSM210229.CHP.gz,N50-97,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
